-7.749091219896401261e-01,1.271435438988226974e+00
6.552236432863914883e-01,-8.723563304890832315e-01
2.010129017493034098e+01,-2.391052172115183672e-02
-1.989824997746217861e+01,-4.483675707573193253e-02
-1.989824997746217861e+01,-4.483675707578450853e-02
-8.013003198773712699e-01,8.527994346823269955e-02
-1.949871358702541713e+01,-6.546008693416657809e-02
1.272804328958672127e+00,1.975083213095742085e+00
-6.209558297827852957e-01,-1.008055125055593582e+00
-2.949257365880674886e+00,-6.993345634744303485e-01
-1.989824997746217861e+01,-4.483675707577916558e-02
-2.742371158507900253e-01,-4.957375158663782089e-01
6.790698868558453505e-01,-5.123442035480965107e-01
-4.295563580308836116e+00,-2.746298032230923614e+00
-8.020878229611294596e-01,-8.120748359404116046e-02
1.997634292487497021e+01,-4.447312406999009982e-02
1.717852824590993066e+01,-2.758620064801633465e-01
-7.742168467458910186e+00,-5.337159047661114153e-01
-2.848789165849195726e+00,7.704966682143794543e-01
1.044266421947928514e+00,-1.675022881033139344e+00
1.987624576337860560e+01,-1.559850388201389215e-01
-4.941830890228381123e-02,5.282565833617867135e-01
1.424937653087574141e+00,2.284756539907782380e-01
7.259248781031841791e-01,-3.227481616833629552e+00
2.010129017493034098e+01,-2.391052172112577076e-02
9.795311328928786310e-01,-1.199242719223368558e+00
2.010129017493034098e+01,-2.391052172112577076e-02
2.010129017493034098e+01,-2.391052172112577076e-02
-9.748828597018389941e-02,-3.317245824051893166e+00
4.952014506714238085e-04,-2.375785042239875633e+00
-9.986186805062685634e-01,-1.537954290896702103e+00
-4.295747572615387533e+00,-1.163902221415619997e-01
-1.924886232838015587e+01,2.018087209834125775e-02
-1.989824997746217861e+01,-4.483675707577907538e-02
1.987671818570656868e+01,-1.973989655552273875e-02
1.480945962253524595e+00,5.330807659142664079e+00
1.935237179927388240e+01,-3.743113895377151445e-01
-1.987341568708002626e+01,-1.388812684781753209e-02
-1.964791473843793668e+01,1.444405286722572589e-02
-1.989824997746217861e+01,-4.483675707577907538e-02
2.077913785797617097e-01,2.759519417188529111e+00
-8.962035798765312089e-01,-7.643398837216634767e-02
6.485198777628550237e-01,-1.009143779178233169e+00
1.985199806479086604e+01,-8.756394128648160857e-02
2.010129017493034098e+01,-2.391052172112577076e-02
-1.989824997746217861e+01,-4.483675707577907538e-02
-5.577665158437577375e+00,-7.873580299355667833e+00
-2.618542086404223479e+00,-4.029691890684675037e+00
-1.952328911028807568e+01,-1.415082200999550621e-01
-8.723154545196687426e-01,9.370142305077561184e-01
2.123814320232943142e+00,1.289581501778171990e+00
-1.989824997746217861e+01,-4.483675707577907538e-02
-4.254252895443559612e-02,-7.354729798410323482e+00
-1.989824997746217861e+01,-4.483675707577907538e-02
3.098925321449006898e+00,-8.662514973592292389e-01
5.993304580403677750e-01,-4.628309653908488364e-01
3.510550948432373808e-01,9.168763993244957167e-01
7.497570045208445944e-01,-4.273487637750037926e+00
-1.989824997746217861e+01,-4.483675707577907538e-02
1.832888530108908043e+01,-4.994552584377743853e-01
-1.952337940474784617e+01,-9.943094279158246063e-02
-1.498482075185258999e+00,3.416827528331761177e-01
-2.804432963734341921e+00,-3.645744350239193965e-01
-1.892423247523455387e+01,-2.777296467542794689e-02
-1.989824997746217861e+01,-4.483675707577907538e-02
5.699786438787681320e+00,-2.604029113365191606e+00
2.010129017493034098e+01,-2.391052172112577076e-02
3.006356045060418758e-01,1.066739418560050945e+00
-1.989824997746217861e+01,-4.483675707577907538e-02
2.010129017493034098e+01,-2.391052172112577076e-02
-2.001319531093269433e+00,4.841893828345243733e+00
2.010129017493034098e+01,-2.391052172112577076e-02
1.995155229791673435e+01,-6.735765129357765280e-02
-3.923788650030164971e-01,-6.672205021745215570e-01
1.683038047436092910e+01,-1.962427441772799153e+00
-7.476322948440438099e-01,-5.856740877108685961e-01
2.010129017493034098e+01,-2.391052172112577076e-02
1.281327141223966182e+00,1.044135991301121003e+00
9.243005331362980082e-01,7.683364611846195125e-01
2.503163596397138591e+00,8.278396917635446606e-01
5.999480912317435750e-03,7.658768361516420375e-01
1.522659284113437872e+00,1.289081388381600135e+00
-1.969850065293475794e+01,-6.569837098494524241e-02
-1.989824997746217861e+01,-4.483675707577907538e-02
2.005162104109075827e+01,-3.744703444554458942e-04
1.427123842765942507e+00,-1.009835520370937267e+00
3.704481396080666067e-01,1.577475790840695780e+00
1.857479490300324088e+01,2.538409737610022310e-01
2.010129017493034098e+01,-2.391052172112577076e-02
1.272025588914834415e+00,-5.548230789262943441e-01
-1.555168494566237847e+01,-6.273863834920981875e-01
1.047736933581758123e+00,8.464680770934571719e-01
1.280372886321285097e+00,-2.041579541661471264e+00
4.546891834022854240e-01,-2.176277215246064323e+00
2.010129017493034098e+01,-2.391052172112577076e-02
-1.979808835550571189e+01,-5.186192990594137159e-03
3.485597231429501952e-01,-4.378169110445052636e-01
1.057353902019828151e+00,-1.980743648829737247e-01
-5.490386777901310467e-01,1.781067120414595362e+00
-2.305621382153020538e-01,-6.854624664370811971e-01
-1.526799870214254007e+00,1.733539054663475465e+00
-1.992446797928394409e+00,-3.162520497431673405e+00
2.010129017493034098e+01,-2.391052172112577076e-02
-2.674833902516501993e+00,1.620355578119855089e+00
-2.993398578460973458e-01,-2.497229470714855903e+00
-1.974868898643694948e+01,1.904087326253819934e-02
-1.824918526942515129e+01,1.052021777883816595e-01
-6.482927870667887227e-01,1.170245604788710397e-02
-1.782574282465527560e+01,1.808422308656803812e-01
1.573080766509435335e+01,1.449717148751969165e-01
2.010129017493034098e+01,-2.391052172112577076e-02
-1.318866920301980716e+00,-2.966536526349220715e+00
2.010129017493034098e+01,-2.391052172112577076e-02
-1.989824997746217861e+01,-4.483675707577907538e-02
2.010129017493034098e+01,-2.391052172112577076e-02
1.915148371205311406e+01,1.887759111168892112e-01
-1.984830688721472924e+01,-2.079254288667749424e-03
-1.025236689085004205e+00,-8.615595231867336778e-01
-1.679722520738757652e+01,8.816817744763194575e-01
1.805388318570214068e+01,-3.862050217062683033e-01
1.492736747732623936e-01,4.712536937572087137e-01
1.995130561803779301e+01,-3.563865683225258402e-02
-1.989824997746217861e+01,-4.483675707577907538e-02
-1.919907391122610107e+01,-1.557631019972645914e-01
1.604188382362385701e+00,-1.047850354208895496e+00
-1.545701596259027921e+00,1.277077546484219672e+00
4.508097438667618140e-01,-1.615004969902419596e+00
1.950336173456410904e+01,5.469096050296245320e-02
-1.627460487675175571e+01,-1.048615513728806459e+00
-2.718689753738926518e-01,-1.358962290654803340e+00
-1.989824997746217861e+01,-4.483675707577907538e-02
-1.825878366142925868e+00,-1.590805837979144988e+00
3.963082015152841198e-01,8.510029706688770901e-01
-1.987316097982163754e+01,-5.325950877129394245e-02
1.987658921450898930e+01,-1.278211685688299959e-01
5.772003135811538677e-01,-4.047375721264761528e-01
-1.914788419217063975e+01,4.166435807253426188e-02
